[2025-09-05T05:57:34.200863+00:00] defaultLogger.INFO: Starting application integrity check [] {"url":"/churchcrm/api/background/timerjobs","remote_ip":"114.10.29.218","correlation_id":"68ba7bce310a5"}
[2025-09-05T05:57:34.246839+00:00] defaultLogger.WARNING: File hash mismatch: ChurchCRM/Bootstrapper.php. Expected: b7dbcde84c8aa54c70256b14b752355f381fe0c9; Got: c520a1da4487b6d2e98d5fa366e624e4b9e139f2 {"filename":"ChurchCRM/Bootstrapper.php","expectedHash":"b7dbcde84c8aa54c70256b14b752355f381fe0c9","actualHash":"c520a1da4487b6d2e98d5fa366e624e4b9e139f2"} {"url":"/churchcrm/api/background/timerjobs","remote_ip":"114.10.29.218","correlation_id":"68ba7bce310a5"}
[2025-09-05T05:57:34.507667+00:00] defaultLogger.WARNING: File hash mismatch: session/templates/begin-session.php. Expected: ed8a6c777280fd0e1b7af408a7aba9e1c2b2f9d9; Got: 9b76514ec59cdd492adb55d79524a860967135e7 {"filename":"session/templates/begin-session.php","expectedHash":"ed8a6c777280fd0e1b7af408a7aba9e1c2b2f9d9","actualHash":"9b76514ec59cdd492adb55d79524a860967135e7"} {"url":"/churchcrm/api/background/timerjobs","remote_ip":"114.10.29.218","correlation_id":"68ba7bce310a5"}
[2025-09-05T05:57:34.511772+00:00] defaultLogger.WARNING: File hash mismatch: sundayschool/SundaySchoolDashboard.php. Expected: ca501b85a1699706b7a746eec36e0c22c0f7adb4; Got: efe4092833bb20e410bbcdc16639ce25a0f30eed {"filename":"sundayschool/SundaySchoolDashboard.php","expectedHash":"ca501b85a1699706b7a746eec36e0c22c0f7adb4","actualHash":"efe4092833bb20e410bbcdc16639ce25a0f30eed"} {"url":"/churchcrm/api/background/timerjobs","remote_ip":"114.10.29.218","correlation_id":"68ba7bce310a5"}
[2025-09-05T05:57:34.524155+00:00] defaultLogger.WARNING: File hash mismatch: v2/templates/root/dashboard.php. Expected: 0f5384772a88fbe46478a28e75eab7399175a26c; Got: d78a366578fca8ac1edea8447d51a90ec3514be8 {"filename":"v2/templates/root/dashboard.php","expectedHash":"0f5384772a88fbe46478a28e75eab7399175a26c","actualHash":"d78a366578fca8ac1edea8447d51a90ec3514be8"} {"url":"/churchcrm/api/background/timerjobs","remote_ip":"114.10.29.218","correlation_id":"68ba7bce310a5"}
[2025-09-05T05:57:35.292895+00:00] defaultLogger.WARNING: File hash mismatch: locale/js/id_ID.js. Expected: 2274ef2ba1312c045947b60f45fc627c3c0e55be; Got: c8ce637bc229cf6c6d75661c707cf0a00a9e1663 {"filename":"locale/js/id_ID.js","expectedHash":"2274ef2ba1312c045947b60f45fc627c3c0e55be","actualHash":"c8ce637bc229cf6c6d75661c707cf0a00a9e1663"} {"url":"/churchcrm/api/background/timerjobs","remote_ip":"114.10.29.218","correlation_id":"68ba7bce310a5"}
[2025-09-05T05:57:36.136200+00:00] defaultLogger.WARNING: File hash mismatch: skin/js/GroupList.js. Expected: 2040e2d00bb7ac985476edfe5dbe9b637382ba81; Got: 6165a4abf91f22585804133ef84de7562c5e5532 {"filename":"skin/js/GroupList.js","expectedHash":"2040e2d00bb7ac985476edfe5dbe9b637382ba81","actualHash":"6165a4abf91f22585804133ef84de7562c5e5532"} {"url":"/churchcrm/api/background/timerjobs","remote_ip":"114.10.29.218","correlation_id":"68ba7bce310a5"}
[2025-09-05T05:57:36.144332+00:00] defaultLogger.WARNING: Application integrity check failed: One or more files failed signature validation [] {"url":"/churchcrm/api/background/timerjobs","remote_ip":"114.10.29.218","correlation_id":"68ba7bce310a5"}
[2025-09-05T05:58:26.255072+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.22921994297077652&name=/PersonView.php?PersonID=26029","remote_ip":"114.10.29.218","correlation_id":"68ba7c023e467"}
[2025-09-05T05:59:06.586499+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.5876103538716945&name=/PersonView.php?PersonID=28127","remote_ip":"114.10.29.218","correlation_id":"68ba7c2a8f308"}
[2025-09-05T06:00:03.317637+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.645718951804815&name=/PersonView.php?PersonID=28127","remote_ip":"114.10.29.218","correlation_id":"68ba7c634d8cd"}
[2025-09-05T06:00:06.179668+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.1035166911605464&name=/PersonView.php?PersonID=28126","remote_ip":"114.10.29.218","correlation_id":"68ba7c662bddb"}
[2025-09-05T06:00:14.143545+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.6593024218706254&name=/PersonView.php?PersonID=28126","remote_ip":"114.10.29.218","correlation_id":"68ba7c6e230c0"}
[2025-09-05T06:00:27.120775+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.37334052723878175&name=/PersonView.php?PersonID=28822","remote_ip":"114.10.29.218","correlation_id":"68ba7c7b1d7ce"}
[2025-09-05T06:00:38.340086+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.6629033223782392&name=/PersonView.php?PersonID=28822","remote_ip":"114.10.29.218","correlation_id":"68ba7c865307c"}
[2025-09-05T06:00:39.617849+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.5415370728305888&name=/PersonView.php?PersonID=28823","remote_ip":"114.10.29.218","correlation_id":"68ba7c8796d81"}
[2025-09-05T06:00:46.768993+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.538532209118161&name=/PersonView.php?PersonID=28823","remote_ip":"114.10.29.218","correlation_id":"68ba7c8ebbbe7"}
[2025-09-05T06:00:51.369817+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.8608145299047131&name=/PersonView.php?PersonID=28824","remote_ip":"114.10.29.218","correlation_id":"68ba7c935a49f"}
[2025-09-05T06:00:58.148986+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.2366439457614007&name=/PersonView.php?PersonID=28824","remote_ip":"114.10.29.218","correlation_id":"68ba7c9a24601"}
[2025-09-05T06:01:34.702895+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.6645716070437016&name=/PersonView.php?PersonID=27828","remote_ip":"114.10.29.218","correlation_id":"68ba7cbeab9b6"}
[2025-09-05T06:01:46.615607+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.5780438186428866&name=/PersonView.php?PersonID=27991","remote_ip":"114.10.29.218","correlation_id":"68ba7cca964bf"}
[2025-09-05T06:01:51.505873+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.7168260681542042&name=/PersonView.php?PersonID=27991","remote_ip":"114.10.29.218","correlation_id":"68ba7ccf7b817"}
[2025-09-05T06:01:59.855161+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.32031101627243774&name=/PersonView.php?PersonID=27991","remote_ip":"114.10.29.218","correlation_id":"68ba7cd7d0c80"}
[2025-09-05T06:02:02.132378+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.09345443424134192&name=/PersonView.php?PersonID=27992","remote_ip":"114.10.29.218","correlation_id":"68ba7cda20521"}
[2025-09-05T06:02:07.039358+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.9198563784655015&name=/PersonView.php?PersonID=27829","remote_ip":"114.10.29.218","correlation_id":"68ba7cdf099c5"}
[2025-09-05T06:02:09.380383+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.3889944605785073&name=/PersonView.php?PersonID=27828","remote_ip":"114.10.29.218","correlation_id":"68ba7ce15cde6"}
[2025-09-05T06:02:11.175573+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.1677049943764476&name=/PersonView.php?PersonID=27829","remote_ip":"114.10.29.218","correlation_id":"68ba7ce32addb"}
[2025-09-05T06:02:13.469804+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.3311641604191584&name=/PersonView.php?PersonID=27829","remote_ip":"114.10.29.218","correlation_id":"68ba7ce572b34"}
[2025-09-05T06:02:18.515031+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.8828899966044688&name=/PersonView.php?PersonID=27829","remote_ip":"114.10.29.218","correlation_id":"68ba7cea7dbde"}
[2025-09-05T06:02:19.076176+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.6274904768372339&name=/PersonView.php?PersonID=27829","remote_ip":"114.10.29.218","correlation_id":"68ba7ceb12997"}
[2025-09-05T06:02:20.071877+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.6788444747288301&name=/PersonView.php?PersonID=27828","remote_ip":"114.10.29.218","correlation_id":"68ba7cec118cd"}
[2025-09-05T06:02:26.607501+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.7532688489244846&name=/PersonView.php?PersonID=27828","remote_ip":"114.10.29.218","correlation_id":"68ba7cf294513"}
[2025-09-05T06:02:42.349436+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.7126086021243799&name=/PersonView.php?PersonID=27614","remote_ip":"114.10.29.218","correlation_id":"68ba7d0255503"}
[2025-09-05T06:03:42.196962+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.91524188091435&name=/PersonView.php?PersonID=27614","remote_ip":"114.10.29.218","correlation_id":"68ba7d3e3016a"}
[2025-09-05T06:03:57.299538+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.07774105381467955&name=/v2/dashboard","remote_ip":"114.10.29.218","correlation_id":"68ba7d4d49218"}
[2025-09-05T06:04:16.334456+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.4000525646260418&name=/PeopleDashboard.php","remote_ip":"114.10.29.218","correlation_id":"68ba7d6051a7f"}
[2025-09-05T06:05:16.358737+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.511121030766506&name=/PeopleDashboard.php","remote_ip":"114.10.29.218","correlation_id":"68ba7d9c57957"}
[2025-09-05T06:06:16.605296+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.535568049955181&name=/PeopleDashboard.php","remote_ip":"114.10.29.218","correlation_id":"68ba7dd893c76"}
[2025-09-05T06:06:59.222584+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.7902695026256407&name=/PersonView.php?PersonID=26254","remote_ip":"114.10.29.218","correlation_id":"68ba7e033657f"}
[2025-09-05T06:07:08.723141+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.4385322408166976&name=/PersonView.php?PersonID=26253","remote_ip":"114.10.29.218","correlation_id":"68ba7e0cb08cb"}
[2025-09-05T06:07:15.217909+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.3976626867353136&name=/PersonView.php?PersonID=26253","remote_ip":"114.10.29.218","correlation_id":"68ba7e133533b"}
[2025-09-05T06:07:16.870581+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.45294910626806195&name=/PersonView.php?PersonID=26254","remote_ip":"114.10.29.218","correlation_id":"68ba7e14d48bb"}
[2025-09-05T06:07:33.650519+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.022077849739153388&name=/PersonView.php?PersonID=26254","remote_ip":"114.10.29.218","correlation_id":"68ba7e259ed1e"}
[2025-09-05T06:07:38.775989+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.10659963946449458&name=/PersonView.php?PersonID=26254","remote_ip":"114.10.29.218","correlation_id":"68ba7e2abd73b"}
[2025-09-05T06:08:03.729165+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.9328479221528386&name=/PersonEditor.php?PersonID=26254","remote_ip":"114.10.29.218","correlation_id":"68ba7e43b2053"}
[2025-09-05T06:08:28.995166+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.5309583205644909&name=/sundayschool/SundaySchoolDashboard.php","remote_ip":"114.10.29.218","correlation_id":"68ba7e5cf2f63"}
[2025-09-05T06:08:34.110983+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.2259038456625293&name=/sundayschool/SundaySchoolClassView.php?groupId=9","remote_ip":"114.10.29.218","correlation_id":"68ba7e621b18e"}
[2025-09-05T06:09:15.734197+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.7068520210261214&name=/PersonView.php?PersonID=27415","remote_ip":"114.10.29.218","correlation_id":"68ba7e8bb33fb"}
[2025-09-05T06:09:23.882658+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.5359040646883964&name=/PersonView.php?PersonID=27452","remote_ip":"114.10.29.218","correlation_id":"68ba7e93d77e8"}
[2025-09-05T06:09:36.852868+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.5420119017020214&name=/PersonView.php?PersonID=28062","remote_ip":"114.10.29.218","correlation_id":"68ba7ea0d038b"}
[2025-09-05T06:10:01.033642+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.4348679687544841&name=/PersonView.php?PersonID=27450","remote_ip":"114.10.29.218","correlation_id":"68ba7eb908372"}
[2025-09-05T06:10:19.976498+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.09742683896160265&name=/PersonView.php?PersonID=27451","remote_ip":"114.10.29.218","correlation_id":"68ba7ecbee678"}
[2025-09-05T06:10:59.092030+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.7464930039901955&name=/PersonView.php?PersonID=26461","remote_ip":"114.10.29.218","correlation_id":"68ba7ef316784"}
[2025-09-05T06:11:41.752312+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.46364028756710385&name=/v2/calendar","remote_ip":"114.10.29.218","correlation_id":"68ba7f1db7abf"}
[2025-09-05T06:12:09.981829+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.22184409077306066&name=/GroupView.php?GroupID=20","remote_ip":"114.10.29.218","correlation_id":"68ba7f39efb4c"}
[2025-09-05T06:12:28.719472+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.09197169413793882&name=/GroupView.php?GroupID=21","remote_ip":"114.10.29.218","correlation_id":"68ba7f4cafa76"}
[2025-09-05T06:12:58.940735+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.31598982950325105&name=/PeopleDashboard.php","remote_ip":"114.10.29.218","correlation_id":"68ba7f6ae5ac6"}
[2025-09-05T06:13:34.596604+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.7423310974855405&name=/v2/people?familyActiveStatus=all","remote_ip":"114.10.29.218","correlation_id":"68ba7f8e91a83"}
[2025-09-05T06:13:35.906699+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.9719752461140243&name=/PeopleDashboard.php","remote_ip":"114.10.29.218","correlation_id":"68ba7f8fdd5d1"}
[2025-09-05T06:14:08.156204+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.1538201972042924&name=/sundayschool/SundaySchoolClassView.php?groupId=2","remote_ip":"114.10.29.218","correlation_id":"68ba7fb026232"}
[2025-09-05T06:14:19.736199+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.6624077867076619&name=/GroupView.php?GroupID=18","remote_ip":"114.10.29.218","correlation_id":"68ba7fbbb3bd0"}
[2025-09-05T06:14:56.610255+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.6623173282258029&name=/PersonView.php?PersonID=28942","remote_ip":"114.10.29.218","correlation_id":"68ba7fe094fd4"}
[2025-09-05T06:15:31.471361+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.556810729985734&name=/PersonView.php?PersonID=28944","remote_ip":"114.10.29.218","correlation_id":"68ba800373149"}
[2025-09-05T06:15:39.334906+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.7259458937353275&name=/PersonView.php?PersonID=28943","remote_ip":"114.10.29.218","correlation_id":"68ba800b51c3f"}
[2025-09-05T06:15:43.034219+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.7949837402052108&name=/PersonView.php?PersonID=28944","remote_ip":"114.10.29.218","correlation_id":"68ba800f085b3"}
[2025-09-05T06:15:55.215081+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.6150283284741027&name=/PersonView.php?PersonID=28941","remote_ip":"114.10.29.218","correlation_id":"68ba801b3482f"}
[2025-09-05T06:16:01.459635+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.5240792444486723&name=/PersonView.php?PersonID=28942","remote_ip":"114.10.29.218","correlation_id":"68ba80217037a"}
[2025-09-05T06:16:20.412809+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.16316484611745397&name=/QueryList.php","remote_ip":"114.10.29.218","correlation_id":"68ba803464c8f"}
[2025-09-05T06:16:28.044557+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.274818389747821&name=/GroupView.php?GroupID=20","remote_ip":"114.10.29.218","correlation_id":"68ba803c0ae13"}
[2025-09-05T06:17:26.676434+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.13234175618085176&name=/v2/calendar","remote_ip":"114.10.29.218","correlation_id":"68ba8076a5258"}
[2025-09-05T06:18:24.883169+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.1076917173625116&name=/PersonView.php?PersonID=28434","remote_ip":"114.10.29.218","correlation_id":"68ba80b0d79e8"}
[2025-09-05T06:18:27.576681+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.35002584881471543&name=/v2/calendar","remote_ip":"114.10.29.218","correlation_id":"68ba80b38ccaf"}
[2025-09-05T06:18:36.791754+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.18034143194956254&name=/v2/calendar","remote_ip":"114.10.29.218","correlation_id":"68ba80bcc14d1"}
[2025-09-05T06:18:58.627763+00:00] defaultLogger.INFO: Next upgrade step for 5.17.0 is : 5.18.0 [] {"url":"/churchcrm/api/background/page?token=0.4693066107470324&name=/PersonView.php?PersonID=26146","remote_ip":"114.10.29.218","correlation_id":"68ba80d29943a"}
